O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6794,"Establish clear objectives for all lessons, units, and projects, and communicate those objectives to students.",Core,108.0,4.44,99.75,5.8745,100.0,4.4289000000000005,1,4.A.2.b.2.l.3,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6786,Prepare materials and classrooms for class activities.,Core,107.0,4.38,99.67,5.2418000000000005,100.0,4.365546,1,4.A.3.a.2.af.1,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6785,"Teach socially acceptable behavior, employing techniques such as behavior modification and positive reinforcement.",Core,107.0,4.35,100.0,5.498950104989502,100.00999999999999,4.35,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6798,"Confer with parents or guardians, other teachers, counselors, and administrators to resolve students' behavioral and academic problems.",Core,106.0,4.31,100.0,4.540100000000001,99.99999999999999,4.31,2,4.A.4.a.2.c.5; 4.A.4.b.6.g.8,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6795,Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.,Core,105.0,4.29,96.14,4.6619,100.0,4.1244060000000005,1,4.A.2.b.2.l.7,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6792,"Teach personal development skills, such as goal setting, independence, and self-advocacy.",Core,107.0,4.26,96.43,4.994700529947006,100.00999999999999,4.107918000000001,1,4.A.4.b.3.a.4,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6793,Prepare students for later grades by encouraging them to explore learning opportunities and to persevere with challenging tasks.,Core,107.0,4.25,97.19,5.526700000000001,100.0,4.130575,1,4.A.4.b.2.a.3,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6796,"Modify the general education curriculum for students with disabilities, based upon a variety of instructional techniques and technologies.",Core,107.0,4.18,84.37,4.6699,100.0,3.526666,1,4.A.3.b.6.l.4,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6802,"Observe and evaluate students' performance, behavior, social development, and physical health.",Core,108.0,4.18,97.4,5.024802480248026,99.99,4.07132,3,4.A.1.a.2.f.3; 4.A.1.a.2.f.7; 4.A.2.a.1.c.4,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6809,"Confer with other staff members to plan and schedule lessons promoting learning, following approved curricula.",Core,108.0,4.16,99.49,4.780778077807781,99.99,4.138784,1,4.A.4.a.2.f.3,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6797,Meet with other professionals to discuss individual students' needs and progress.,Core,106.0,4.15,99.92,4.1168000000000005,100.00000000000001,4.146680000000001,1,4.A.4.a.2.c.5,08/2025,Incumbent
25-2058.00,"Special Education Teachers, Secondary School","Teach academic, social, and life skills to secondary school students with learning, emotional, or physical disabilities. Includes teachers who specialize and work with students who are blind or have visual impairments; students who are deaf or have hearing impairments; and students with intellectual disabilities.",6801,Coordinate placement of students with special needs into mainstream classes.,Core,107.0,4.12,90.77,3.3775999999999997,100.0,3.739724,1,4.A.2.b.2.l.7,08/2025,Incumbent
