O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
33-3051.00,Police and Sheriff's Patrol Officers,"Maintain order and protect life and property by enforcing local, tribal, state, or federal laws and ordinances. Perform a combination of the following duties: patrol a specific area; direct traffic; issue traffic summonses; investigate accidents; apprehend and arrest suspects, or serve legal processes of courts. Includes police officers working at educational institutions.",0.5396369566486577,AI-Augmentable Knowledge Work,0.8007324577023912,0.7322904618646312,0.7628966697805527,0.6115784231918386
33-3051.04,Customs and Border Protection Officers,"Investigate and inspect persons, common carriers, goods, and merchandise, arriving in or departing from the United States or between states to detect violations of immigration and customs laws and regulations.",0.5889746057450044,Mixed / Transitional,0.8544395861849982,0.6686580886429292,0.6359551399801269,0.5312441118677828
33-3052.00,Transit and Railroad Police,"Protect and police railroad and transit property, employees, or passengers.",0.5130788373375782,Human-Centered Protected,0.8154177268780941,0.6805007241273958,0.7455667096334281,0.698036392021749
33-9011.00,Animal Control Workers,"Handle animals for the purpose of investigations of mistreatment, or control of abandoned, dangerous, or unattended animals.",0.48442837671792616,Human-Centered Protected,0.7884425869587917,0.5780111996479802,0.6454942029134473,0.7832460768216198
33-9021.00,Private Detectives and Investigators,"Gather, analyze, compile, and report information regarding individuals or organizations to clients, or detect occurrences of unlawful acts or infractions of rules in private establishment.",0.6785532691307641,AI-Augmentable Knowledge Work,0.8139863520574181,0.6874707704387724,0.5114977672726951,0.2757462787004387
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,"Observe gambling operation for irregular activities such as cheating or theft by either employees or patrons. Investigate potential threats to gambling assets such as money, chips, and gambling equipment. Act as oversight and security agent for management and customers.",0.6104604508271836,Mixed / Transitional,0.8761365538015284,0.5568789987367013,0.6057500728816178,0.38542367634787755
33-9032.00,Security Guards,"Guard, patrol, or monitor premises to prevent theft, violence, or infractions of rules. May operate x-ray and metal detector equipment.",0.4981853792694927,Human-Centered Protected,0.8074892047949449,0.44740885668933394,0.679635212544447,0.582521331861861
33-9091.00,Crossing Guards and Flaggers,"Guide or control vehicular or pedestrian traffic at such places as streets, schools, railroad crossings, or construction sites.",0.4012019356595663,Mixed / Transitional,0.3106476693942527,0.27359678678890365,0.44425932935604023,0.5351773841888509
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers","Monitor recreational areas, such as pools, beaches, or ski slopes, to provide assistance and protection to participants.",0.3776468447260473,Human-Centered Protected,0.5076417465132811,0.3851624383704609,0.6621217883488026,0.7200950176307501
33-9093.00,Transportation Security Screeners,"Conduct screening of passengers, baggage, or cargo to ensure compliance with Transportation Security Administration (TSA) regulations. May operate basic security equipment such as x-ray machines and hand wands at screening checkpoints.",0.42464326927038953,Physical / Field Protected,0.4532959881456562,0.4906335505401397,0.4995992814475801,0.7457571801566579
33-9099.02,Retail Loss Prevention Specialists,"Implement procedures and systems to prevent merchandise loss. Conduct audits and investigations of employee activity. May assist in developing policies, procedures, and systems for safeguarding assets.",0.5867711105949763,Mixed / Transitional,0.8063478237238488,0.5925220281899818,0.6059797784607374,0.4458056310731878
35-1011.00,Chefs and Head Cooks,"Direct and may participate in the preparation, seasoning, and cooking of salads, soups, fish, meats, vegetables, desserts, or other foods. May plan and price menu items, order supplies, and keep records and accounts.",0.4858736707019205,Mixed / Transitional,0.5019162472305775,0.6467573806238073,0.5529791388503688,0.6521998061963339
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Directly supervise and coordinate activities of workers engaged in preparing and serving food.,0.4536159241504308,Mixed / Transitional,0.5298307380501835,0.47809380242335286,0.5777472695400322,0.615713574331781
35-2011.00,"Cooks, Fast Food",Prepare and cook food in a fast food restaurant with a limited menu. Duties of these cooks are limited to preparation of a few basic items and normally involve operating large-volume single-purpose cooking equipment.,0.45121859518743807,Mixed / Transitional,0.3226343160939022,0.22142500876091561,0.23205525715182063,0.5071296869532449
35-2012.00,"Cooks, Institution and Cafeteria","Prepare and cook large quantities of food for institutions, such as schools, hospitals, or cafeterias.",0.4216894970847787,Mixed / Transitional,0.43878521582543456,0.40472706422080107,0.5317341038252335,0.6250201878818873
35-2013.00,"Cooks, Private Household",Prepare meals in private homes. Includes personal chefs.,0.4914778678013068,Mixed / Transitional,0.42381817713719316,0.4551942533778327,0.2986760447718319,0.6144249145379665
35-2014.00,"Cooks, Restaurant","Prepare, season, and cook dishes such as soups, meats, vegetables, or desserts in restaurants. May order supplies, keep records and accounts, price items on menu, or plan menu.",0.4169165865758586,Mixed / Transitional,0.16578238239698603,0.25598839540143425,0.1947554233929162,0.5593490081020699
35-2015.00,"Cooks, Short Order",Prepare and cook to order a variety of foods that require only a short preparation time. May take orders from customers and serve patrons at counters or tables.,0.46271737732162427,Mixed / Transitional,0.3186545005170542,0.26777537225881354,0.2998957784176364,0.4356645850717342
35-2021.00,Food Preparation Workers,"Perform a variety of food preparation duties other than cooking, such as preparing cold foods and shellfish, slicing meat, and brewing coffee or tea.",0.4053257012280566,Mixed / Transitional,0.2752784440601699,0.2686534698368626,0.3261613153857104,0.5964677935990956
35-3011.00,Bartenders,"Mix and serve drinks to patrons, directly or through waitstaff.",0.4373279609650353,Mixed / Transitional,0.4446008241400666,0.4145425742985151,0.46885957535850026,0.6409719792199402
35-3023.00,Fast Food and Counter Workers,Perform duties such as taking orders and serving food and beverages. Serve customers at counter or from a steam table. May take payment. May prepare food and beverages.,0.4113231121364156,Mixed / Transitional,0.30569131506265435,0.14121720686015732,0.3581522366029037,0.4434638367742456
35-3023.01,Baristas,Prepare or serve specialty coffee or other beverages. Serve food such as baked goods or sandwiches to patrons.,0.38659719564394124,Mixed / Transitional,0.38183022886263807,0.3205561792380937,0.48908421807967617,0.6669134074452908
35-3031.00,Waiters and Waitresses,Take orders and serve food and beverages to patrons at tables in dining establishment.,0.328451900182391,Physical / Field Protected,0.2486608796643939,0.265021370172205,0.5047453120770763,0.6951293370299587
35-3041.00,"Food Servers, Nonrestaurant","Serve food to individuals outside of a restaurant environment, such as in hotel rooms, hospital rooms, residential care facilities, or cars.",0.37780188260691505,Physical / Field Protected,0.4472236406051322,0.31021356946691253,0.5135273297749327,0.7327023498694517
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,"Facilitate food service. Clean tables; remove dirty dishes; replace soiled table linens; set tables; replenish supply of clean linens, silverware, glassware, and dishes; supply service bar with food; and serve items such as water, condiments, and coffee to patrons.",0.42840674495914455,Mixed / Transitional,0.40701820631535585,0.23379632697971972,0.48470955824975465,0.44247799520874265
35-9021.00,Dishwashers,"Clean dishes, kitchen, food preparation equipment, or utensils.",0.3665095588485238,Mixed / Transitional,0.19568356282530427,0.12037195106179355,0.28291948839313985,0.5670977900998626
